player_slug,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,best_position,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,play_styles
granit-xhaka,2025-07-17,Granit Xhaka,Granit Xhaka,"Granit Xhaka (born 27 September 1992) is a Swiss footballer who plays as a central defensive midfielder for German club Bayer 04 Leverkusen. In the game FC 25, his overall rating is 86.",https://cdn.sofifa.net/players/199/503/25_120.png,186,80,1992-09-27,"CDM,CM",CDM,86,86,€47.5M,€130K,Left,3,3,4,Normal (185+),Yes,€78.4M,Distance shooter,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/3321/30.png,RCM,34.0,2023-07-06,2028,,,,,,,,77,67,68,89,55,73,80,78,90,83,48,52,51,86,61,90,70,84,78,84,91,79,76,85,65,84,82,79,78,7,8,11,7,13,"Long Ball Pass +,Finesse Shot,Power Shot,Incisive Pass,Bruiser,Leadership"
karim-benzema,2025-07-17,Karim Benzema,Karim Benzemaكريم بن زيما,"Karim Benzema (born 19 December 1987) is a French footballer who plays as a striker for Saudi Arabian club Al Ittihad. In the game FC 25, his overall rating is 86.",https://cdn.sofifa.net/players/165/153/25_120.png,185,81,1987-12-19,ST,ST,86,86,€23M,€70K,Right,4,4,4,Normal (170-185),Yes,€39.1M,Clinical finisher,607.0,Al Ittihad,350.0,Pro League,https://cdn.sofifa.net/meta/team/476/30.png,ST,9.0,2023-07-01,2026,,,,,,,,75,87,87,86,87,84,82,73,76,87,76,77,77,84,72,87,84,80,81,81,63,39,88,86,68,84,43,24,18,13,11,5,5,7,"Finesse Shot,Incisive Pass,First Touch,Relentless,Trivela"
giorgi-mamardashvili,2025-07-17,Giorgi Mamardashvili,Giorgi Mamardashviliგიორგი მამარდაშვილი,"Giorgi Mamardashvili (born 29 September 2000) is a footballer from Georgia (country)‎ who plays as a goalkeeper for Spanish club Valencia CF, on loan from Liverpool. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/262/621/25_120.png,199,88,2000-09-29,GK,GK,85,88,€57.5M,€68K,Left,3,1,3,Normal (185+),Yes,,,461.0,Valencia CF,53.0,La Liga,https://cdn.sofifa.net/meta/team/214/30.png,GK,25.0,,"Jun 30, 2025",,,,,,,,13,9,14,20,7,11,11,10,20,22,48,48,40,74,26,54,71,45,74,7,25,8,8,34,11,26,5,12,10,86,83,72,85,85,"Far Throw,Cross Claimer"
nicholas-williams-arthuer,2025-07-17,Nico Williams,Nicholas Williams Arthuer,"Nico Williams (born 12 July 2002) is a Spanish footballer who plays as a left midfield for Spanish club Athletic Club, and the Spain national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/256/516/25_120.png,181,67,2002-07-12,"LM,RM",RM,85,89,€78.5M,€44K,Right,5,4,3,Lean (170-185),Yes,€170.7M,"Speedster,Dribbler,Acrobat",448.0,Athletic Club,53.0,La Liga,https://cdn.sofifa.net/meta/team/13258/30.png,LM,10.0,2020-07-01,2027,1362.0,Spain,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18710/30.png,LW,17.0,83,76,65,81,64,88,81,72,64,85,94,92,92,80,84,78,78,81,60,72,55,40,78,80,62,78,36,28,25,9,13,12,12,14,"Rapid +,Finesse Shot,Flair,Quick Step,Relentless,Trivela"
moises-caicedo,2025-07-17,Moisés Isaac Caicedo Corozo,Moisés Isaac Caicedo Corozo,"Moisés Caicedo (Moisés Isaac Caicedo Corozo, born 2 November 2001) is an Ecuadorian footballer who plays as a central defensive midfielder for British club Chelsea. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/256/079/25_120.png,178,73,2001-11-02,CDM,CDM,85,88,€68M,€145K,Right,3,3,3,Normal (170-185),Yes,€134.3M,,5.0,Chelsea,13.0,Premier League,https://cdn.sofifa.net/meta/team/18/30.png,RDM,25.0,2023-08-14,2031,,,,,,,,62,57,65,85,57,78,70,55,82,83,78,73,80,84,81,72,80,87,77,72,87,85,63,79,55,82,85,88,84,15,6,13,9,13,"Pinged Pass,Tiki Taka,Intercept,Anticipate,Slide Tackle,Press Proven,Relentless,Solid Player,Team Player"
vitor-machado-ferreira,2025-07-17,Vitinha,Vítor Machado Ferreira,"Vitinha (born 13 February 2000) is a Portuguese footballer who plays as a center midfield for French club Paris Saint-Germain, and the Portugal national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/255/253/25_120.png,172,64,2000-02-13,"CM,CDM",CAM,85,89,€77M,€110K,Right,3,4,3,Lean (170-185),Yes,€148.2M,"Dribbler,Acrobat",73.0,Paris Saint-Germain,16.0,Ligue 1,https://cdn.sofifa.net/meta/team/591/30.png,CM,17.0,2022-06-30,2029,1354.0,Portugal,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18701/30.png,CDM,23.0,78,77,52,88,62,87,81,68,85,87,75,69,91,85,88,76,66,81,59,83,77,80,77,85,88,88,74,77,68,12,13,8,5,5,"Tiki Taka +,Finesse Shot,Intercept,Technical,Relentless"
ronald-araujo,2025-07-17,Ronald Federico Araújo da Silva,Ronald Federico Araújo da Silva,"Ronald Araujo (Ronald Federico Araújo da Silva, born 7 March 1999) is a Uruguayan footballer who plays as a center back for Spanish club FC Barcelona. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/253/163/25_120.png,188,79,1999-03-07,"CB,RB",CB,85,90,€71.5M,€155K,Right,3,2,4,Normal (185+),Yes,€151.9M,,241.0,FC Barcelona,53.0,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,SUB,4.0,2018-08-29,2031,,,,,,,,58,56,85,75,38,55,47,45,66,68,76,86,56,84,55,68,92,72,87,35,87,85,56,59,43,76,84,85,85,11,14,9,11,8,"Block +,Power Header,Jockey,Anticipate,Slide Tackle,Acrobatic,Injury Prone"
bruno-guimaraes-moura,2025-07-17,Bruno Guimarães,Bruno Guimarães Rodrigues Moura,"Bruno Guimarães (Bruno Guimarães Rodrigues Moura, born 16 November 1997) is a Brazilian footballer who plays as a central defensive midfielder for British club Newcastle United. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/247/851/25_120.png,182,74,1997-11-16,"CDM,CM",CM,85,86,€56.5M,€155K,Right,2,3,3,Lean (170-185),Yes,€111.6M,,13.0,Newcastle United,13.0,Premier League,https://cdn.sofifa.net/meta/team/20/30.png,RCM,39.0,2022-01-31,2028,,,,,,,,75,72,66,87,66,85,81,62,87,85,69,68,78,84,84,78,77,88,79,82,87,80,78,85,65,87,78,82,79,7,11,15,11,11,"Trivela +,Incisive Pass,Long Ball Pass,Flair,Press Proven,Relentless,Solid Player,Leadership"
michael-olise,2025-07-17,Michael Akpovie Olise,Michael Akpovie Olise,"Michael Olise (Michael Akpovie Olise, born 12 December 2001) is a French footballer who plays as a right midfield for German club FC Bayern München, and the France national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/247/827/25_120.png,184,73,2001-12-12,"RM,RW",CAM,85,88,€75M,€85K,Left,2,4,3,Lean (170-185),Yes,€129.4M,"Dribbler,Acrobat",21.0,FC Bayern München,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/503/30.png,RM,17.0,2024-07-07,2029,1335.0,France,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18647/30.png,CAM,11.0,79,81,36,86,71,87,82,81,79,85,83,74,89,84,85,78,60,75,54,80,67,55,84,87,72,84,52,58,53,9,11,9,10,10,"Finesse Shot,Whipped Cross,Technical,Flair,Trivela"
nico-schlotterbeck,2025-07-17,Nico Cedric Schlotterbeck,Nico Cedric Schlotterbeck,"Nico Schlotterbeck (Nico Cedric Schlotterbeck, born 1 December 1999) is a German footballer who plays as a center back for German club Borussia Dortmund, and the Germany national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/247/819/25_120.png,191,86,1999-12-01,CB,CB,85,88,€66M,€65K,Left,2,2,3,Normal (185+),Yes,€117.2M,Tackling,22.0,Borussia Dortmund,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/68/30.png,SUB,4.0,2022-07-01,2027,1337.0,Germany,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18660/30.png,LCB,15.0,68,51,85,78,56,74,62,41,86,71,78,76,68,84,64,75,91,74,84,66,83,83,58,72,38,78,85,87,86,8,10,8,14,13,"Slide Tackle +,Long Ball Pass,Jockey,Block,Anticipate,Long Throw,Aerial"
khvicha-kvaratskhelia,2025-07-17,Khvicha Kvaratskhelia,Khvicha Kvaratskheliaხვიჩა კვარაცხელია,"Khvicha Kvaratskhelia (born 12 February 2001) is a footballer from Georgia (country)‎ who plays as a left winger for French club Paris Saint-Germain. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/247/635/25_120.png,183,70,2001-02-12,"LW,LM",CAM,85,89,€77.5M,€120K,Right,5,5,3,Normal (170-185),Yes,€149.2M,"Dribbler,Acrobat",73.0,Paris Saint-Germain,16.0,Ligue 1,https://cdn.sofifa.net/meta/team/591/30.png,LW,7.0,2025-01-17,2029,,,,,,,,78,80,62,83,64,88,86,74,76,87,85,86,86,84,78,78,79,77,72,83,73,40,84,83,70,84,38,39,34,9,15,8,14,8,"Finesse Shot,Incisive Pass,Technical,Flair,Trickster,Trivela"
daniel-olmo-carvajal,2025-07-17,Dani Olmo,Daniel Olmo Carvajal,"Dani Olmo (born 7 May 1998) is a Spanish footballer who plays as a central attacking midfielder for Spanish club FC Barcelona, and the Spain national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/244/260/25_120.png,179,72,1998-05-07,"CAM,CM",CAM,85,86,€63.5M,€175K,Right,4,4,3,Lean (170-185),Yes,€134.9M,"Dribbler,Playmaker,Acrobat,Complete midfielder",241.0,FC Barcelona,53.0,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,CAM,20.0,2024-07-01,2030,1362.0,Spain,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18710/30.png,SUB,10.0,78,80,43,87,80,87,75,75,81,87,78,70,86,86,87,79,60,66,54,80,51,57,83,86,66,82,50,50,44,15,15,13,12,11,"Finesse Shot,Incisive Pass,Tiki Taka,Technical,Flair,First Touch,Trivela,Injury Prone"
rafael-da-conceicao-leao,2025-07-17,Rafael Leão,Rafael Alexandre da Conceição Leão,"Rafael Leão (Rafael Alexandre da Conceição Leão, born 10 June 1999) is a Portuguese footballer who plays as a left winger for Italian club AC Milan, and the Portugal national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/241/721/25_120.png,188,81,1999-06-10,"LW,LM",RM,85,88,€71.5M,€195K,Right,4,5,3,Normal (185+),Yes,€126.9M,"Speedster,Dribbler",47.0,AC Milan,31.0,Serie A,https://cdn.sofifa.net/meta/team/113/30.png,LM,10.0,2019-08-01,2028,1354.0,Portugal,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18701/30.png,LW,17.0,84,83,72,83,74,87,79,60,70,86,93,93,84,83,84,80,90,75,83,74,60,24,76,81,63,83,22,24,21,10,12,15,11,9,"Incisive Pass,Rapid,Flair,Trickster,Quick Step"
sandro-tonali,2025-07-17,Sandro Tonali,Sandro Tonali,"Sandro Tonali (born 8 May 2000) is an Italian footballer who plays as a central defensive midfielder for British club Newcastle United, and the Italy national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/241/096/25_120.png,181,79,2000-05-08,"CDM,CM",CDM,85,87,€63M,€135K,Right,4,3,3,Unique,Yes,€124.4M,,13.0,Newcastle United,13.0,Premier League,https://cdn.sofifa.net/meta/team/20/30.png,CDM,8.0,2023-07-03,2028,1343.0,Italy,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18658/30.png,LCM,8.0,78,69,70,85,68,78,75,81,83,85,81,86,81,83,83,85,84,83,82,83,84,84,76,79,64,84,83,84,81,13,9,8,7,7,"Slide Tackle,Relentless"
luis-diaz,2025-07-17,Luis Fernando Díaz Marulanda,Luis Fernando Díaz Marulanda,"Luis Díaz (Luis Fernando Díaz Marulanda, born 13 January 1997) is a Colombian footballer who plays as a left midfield for British club Liverpool. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/241/084/25_120.png,180,73,1997-01-13,"LM,LW,ST",LM,85,85,€57.5M,€140K,Right,4,4,3,Unique,Yes,€106.4M,"Speedster,Dribbler,Acrobat",9.0,Liverpool,13.0,Premier League,https://cdn.sofifa.net/meta/team/8/30.png,ST,7.0,2022-01-31,2027,,,,,,,,76,83,71,77,81,89,77,58,72,87,91,90,88,83,79,85,84,87,69,81,75,38,84,78,63,82,41,47,38,10,13,13,14,14,"Technical,Flair,Quick Step"
eder-gabriel-militao,2025-07-17,Éder Militão,Éder Gabriel Militão,"Éder Militão (born 18 January 1998) is a Brazilian footballer who plays as a center back for Spanish club Real Madrid. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/240/130/25_120.png,186,79,1998-01-18,CB,CB,85,88,€62.5M,€230K,Right,3,2,4,Unique,Yes,€132.8M,Tackling,243.0,Real Madrid,53.0,La Liga,https://cdn.sofifa.net/meta/team/3468/30.png,SUB,3.0,2019-07-01,2028,,,,,,,,69,48,86,78,34,70,60,40,76,72,81,88,70,84,62,62,91,85,79,42,83,85,64,59,60,76,85,86,85,11,8,15,12,15,"Power Header,Long Ball Pass,Block,Intercept,Aerial,Injury Prone"
ibrahima-konate,2025-07-17,Ibrahima Konaté,Ibrahima Konaté,"Ibrahima Konaté (born 25 May 1999) is a French footballer who plays as a center back for British club Liverpool, and the France national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/237/678/25_120.png,194,95,1999-05-25,CB,CB,85,87,€60M,€130K,Right,3,3,3,Normal (185+),Yes,€115.5M,"Aerial threat,Tackling,Strength",9.0,Liverpool,13.0,Premier League,https://cdn.sofifa.net/meta/team/8/30.png,RCB,5.0,2021-07-01,2026,1335.0,France,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18647/30.png,SUB,15.0,38,29,84,78,28,67,50,27,76,74,70,82,55,85,44,45,83,74,90,31,87,83,44,63,41,78,86,86,86,9,7,9,9,15,"Bruiser +,Aerial,Injury Prone"
unai-simon-mendibil,2025-07-17,Unai Simón,Unai Simón Mendibil,"Unai Simón (born 11 June 1997) is a Spanish footballer who plays as a goalkeeper for Spanish club Athletic Club, and the Spain national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/230/869/25_120.png,190,89,1997-06-11,GK,GK,85,86,€46M,€36K,Right,3,1,3,Normal (185+),Yes,€100.1M,,448.0,Athletic Club,53.0,La Liga,https://cdn.sofifa.net/meta/team/13258/30.png,GK,1.0,2015-08-25,2029,1362.0,Spain,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18710/30.png,GK,23.0,16,14,18,38,17,12,20,14,34,16,48,50,37,82,47,57,74,44,76,13,29,26,14,48,24,40,11,18,12,84,80,76,84,85,"Pinged Pass,Long Ball Pass,Footwork,1v1 Close Down,Team Player"
dayot-upamecano,2025-07-17,Dayotchanculle Oswald Upamecano,Dayotchanculle Oswald Upamecano,"Dayot Upamecano (Dayotchanculle Oswald Upamecano, born 27 October 1998) is a French footballer who plays as a center back for German club FC Bayern München, and the France national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/229/558/25_120.png,186,90,1998-10-27,CB,CB,85,88,€63.5M,€90K,Right,3,3,3,Stocky (185+),Yes,€109.5M,"Tactician,Strength",21.0,FC Bayern München,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/503/30.png,SUB,2.0,2021-07-05,2026,1335.0,France,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18647/30.png,RCB,4.0,48,39,83,79,33,72,36,28,78,76,76,82,66,84,65,64,85,77,87,42,88,86,47,58,39,74,84,84,82,6,7,8,15,9,"Pinged Pass,Jockey,Bruiser"
federico-dimarco,2025-07-17,Federico Dimarco,Federico Dimarco,"Federico Dimarco (born 10 November 1997) is an Italian footballer who plays as a left back for Italian club Inter. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/226/268/25_120.png,175,76,1997-11-10,"LB,LM",LB,85,86,€58M,€125K,Left,4,3,3,Normal (170-185),Yes,€100.1M,Crosser,44.0,Inter,31.0,Serie A,https://cdn.sofifa.net/meta/team/2930/30.png,LB,32.0,2018-07-05,2027,,,,,,,,87,74,67,84,82,81,88,83,83,86,83,78,84,83,84,81,83,85,78,84,81,80,83,80,71,78,80,81,80,9,8,12,7,7,"Finesse Shot,Power Shot,Dead Ball,Long Ball Pass,Whipped Cross,First Touch"
sergej-milinkovic-savic,2025-07-17,Sergej Milinković-Savić,Sergej Milinković-SavićСергеј Милинковић-Савић,"Sergej Milinković-Savić (born 27 February 1995) is a Serbian footballer who plays as a center midfield for Saudi Arabian club Al Hilal. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/223/848/25_120.png,192,95,1995-02-27,"CM,CDM",CM,85,85,€52.5M,€77K,Right,5,4,3,Normal (185+),Yes,€84M,Strength,605.0,Al Hilal,350.0,Pro League,https://cdn.sofifa.net/meta/team/7011/30.png,RCM,22.0,2023-07-12,2026,,,,,,,,71,81,86,82,74,85,81,83,86,87,62,66,60,80,67,82,88,92,90,80,79,76,83,84,64,84,77,77,80,7,10,7,16,7,"Power Header,Incisive Pass,Pinged Pass,Long Ball Pass,First Touch,Trivela,Aerial"
bernardo-mota-carvalho-e-silva,2025-07-17,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"Bernardo Silva (Bernardo Mota Veiga de Carvalho e Silva, born 10 August 1994) is a Portuguese footballer who plays as a center midfield for British club Manchester City, and the Portugal national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/218/667/25_120.png,173,65,1994-08-10,"CM,RM",CM,85,85,€52.5M,€195K,Left,3,4,3,Lean (170-185),Yes,€97.1M,"Dribbler,Acrobat",10.0,Manchester City,13.0,Premier League,https://cdn.sofifa.net/meta/team/9/30.png,SUB,20.0,2017-07-01,2026,1354.0,Portugal,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18701/30.png,LCM,10.0,84,78,54,86,78,88,84,67,82,88,71,64,93,87,92,79,63,90,54,79,78,73,81,85,64,89,70,76,68,9,10,14,12,9,"Tiki Taka +,Whipped Cross,Technical,Flair,Relentless,Trivela,Solid Player,Team Player"
ngolo-kante,2025-07-17,N'Golo Kanté,N'Golo Kanté,"N'Golo Kanté (born 29 March 1991) is a French footballer who plays as a central defensive midfielder for Saudi Arabian club Al Ittihad, and the France national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/215/914/25_120.png,168,70,1991-03-29,"CDM,CM",CDM,85,85,€26.5M,€74K,Right,3,2,3,Unique,Yes,€45.1M,"Tackling,Tactician",607.0,Al Ittihad,350.0,Pro League,https://cdn.sofifa.net/meta/team/476/30.png,RDM,7.0,2023-07-01,2026,1335.0,France,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18647/30.png,SUB,13.0,68,64,54,80,56,78,49,49,79,80,79,74,78,85,93,71,73,82,72,65,85,88,72,75,54,82,88,90,86,15,12,10,7,10,"Intercept +,Long Ball Pass,Press Proven,Relentless,Team Player"
joao-pedro-cavaco-cancelo,2025-07-17,João Cancelo,João Pedro Cavaco Cancelo,"João Cancelo (born 27 May 1994) is a Portuguese footballer who plays as a right back for Saudi Arabian club Al Hilal. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/210/514/25_120.png,182,74,1994-05-27,"RB,LB,RM",RB,85,85,€46.5M,€74K,Right,4,4,3,Unique,Yes,€74.4M,Crosser,605.0,Al Hilal,350.0,Pro League,https://cdn.sofifa.net/meta/team/7011/30.png,RB,20.0,2024-08-27,2027,,,,,,,,87,69,72,87,62,85,87,69,79,87,88,77,79,84,78,80,81,88,62,79,76,80,81,85,52,85,76,83,79,6,9,15,14,14,"Whipped Cross,Block,Technical,Flair,First Touch,Trivela"
alejandro-grimaldo-garcia,2025-07-17,Grimaldo,Alejandro Grimaldo García,"Grimaldo (born 20 September 1995) is a Spanish footballer who plays as a left midfield for German club Bayer 04 Leverkusen, and the Spain national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/210/035/25_120.png,171,68,1995-09-20,"LM,LB",LM,85,85,€54.5M,€120K,Left,2,4,4,Normal (170-185),Yes,€89.9M,"Crosser,FK Specialist",32.0,Bayer 04 Leverkusen,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/3321/30.png,LM,20.0,2023-07-01,2027,1362.0,Spain,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18710/30.png,SUB,12.0,91,67,62,86,63,84,89,89,85,86,77,71,84,86,86,84,73,90,63,83,69,79,79,85,54,83,76,78,74,7,13,10,7,13,"Whipped Cross +,Finesse Shot,Dead Ball,First Touch"
riyad-mahrez,2025-07-17,Riyad Mahrez,Riyad Mahrezرياض محرز,"Riyad Mahrez (born 21 February 1991) is an Algerian footballer who plays as a right midfield for Saudi Arabian club Al Ahli SFC. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/204/485/25_120.png,179,67,1991-02-21,"RM,RW",RM,85,85,€33.5M,€77K,Left,4,5,3,Unique,Yes,€53.6M,"Dribbler,Acrobat",112387.0,Al Ahli SFC,350.0,Pro League,https://cdn.sofifa.net/meta/team/9908/30.png,RM,7.0,2023-07-28,2027,,,,,,,,81,81,56,83,76,88,85,80,75,89,83,76,91,82,90,82,71,79,58,82,48,39,83,83,73,81,45,34,22,15,9,13,11,6,"Finesse Shot,Technical,Flair,First Touch"
david-de-gea-quintana,2025-07-17,De Gea,David de Gea Quintana,"De Gea (David de Gea Quintana, born 7 November 1990) is a Spanish footballer who plays as a goalkeeper for Italian club Fiorentina. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/193/080/25_120.png,192,76,1990-11-07,GK,GK,85,85,€17.5M,€55K,Right,2,1,3,Unique,Yes,€29.8M,,110374.0,Fiorentina,31.0,Serie A,https://cdn.sofifa.net/meta/team/109/30.png,GK,43.0,2024-08-09,2025,,,,,,,,17,13,18,40,13,18,21,19,39,32,47,45,60,85,40,52,57,30,38,12,15,21,9,38,29,45,15,16,13,85,76,69,84,87,"Far Throw,Footwork,Solid Player"
wojciech-szczesny,2025-07-17,Wojciech Tomasz Szczęsny,Wojciech Tomasz Szczęsny,"Wojciech Szczęsny (Wojciech Tomasz Szczęsny, born 18 April 1990) is a Polish footballer who plays as a goalkeeper for Spanish club FC Barcelona. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/186/153/25_120.png,196,90,1990-04-18,GK,GK,85,85,€9M,€110K,Right,3,1,3,Lean (185+),Yes,€18.5M,,241.0,FC Barcelona,53.0,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,SUB,25.0,2024-10-02,2025,,,,,,,,12,12,16,51,14,11,16,14,66,22,49,46,55,80,51,56,69,45,65,14,40,15,14,48,18,65,20,13,12,82,83,75,84,85,"Long Ball Pass,Far Throw"
luka-modric,2025-07-17,Luka Modrić,Luka Modrić,"Luka Modrić (born 9 September 1985) is a Croatian footballer who plays as a center midfield for Spanish club Real Madrid, and the Croatia national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/177/003/25_120.png,172,67,1985-09-09,"CM,CAM,CDM",CM,85,85,€17M,€185K,Right,4,4,4,Lean (170-185),Yes,€34.9M,"Playmaker,Crosser,Acrobat,Complete midfielder",243.0,Real Madrid,53.0,La Liga,https://cdn.sofifa.net/meta/team/3468/30.png,SUB,10.0,2012-08-01,2025,1328.0,Croatia,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18588/30.png,LCM,10.0,86,70,55,89,76,84,85,78,89,90,75,69,91,83,92,79,67,72,58,81,60,78,76,89,83,91,70,72,72,13,9,7,14,9,"Trivela +,Incisive Pass,Long Ball Pass,Whipped Cross,Technical,Team Player"
c-ronaldo-dos-santos-aveiro,2025-07-17,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,"Cristiano Ronaldo (Cristiano Ronaldo dos Santos Aveiro, born 5 February 1985) is a Portuguese footballer who plays as a striker for Saudi Arabian club Al Nassr, and the Portugal national team. In the game FC 25, his overall rating is 85.",https://cdn.sofifa.net/players/020/801/25_120.png,187,85,1985-02-05,ST,ST,85,85,€18.5M,€58K,Right,4,5,4,Unique,Yes,€29.6M,"Distance shooter,Clinical finisher",112139.0,Al Nassr,350.0,Pro League,https://cdn.sofifa.net/meta/team/2506/30.png,LS,7.0,2023-01-01,2025,1354.0,Portugal,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18701/30.png,ST,7.0,78,87,87,77,83,77,79,81,70,85,71,78,76,85,61,91,94,80,79,84,62,29,89,76,87,91,24,32,24,7,11,15,14,11,"Power Shot +,Power Header,Flair,Trickster,Trivela,Acrobatic,Aerial"
joao-pedro-goncalves-neves,2025-07-17,João Neves,João Pedro Gonçalves Neves,"João Neves (born 27 September 2004) is a Portuguese footballer who plays as a center midfield for French club Paris Saint-Germain, and the Portugal national team. In the game FC 25, his overall rating is 84.",https://cdn.sofifa.net/players/272/834/25_120.png,174,66,2004-09-27,"CM,CDM",CM,84,90,€63.5M,€80K,Right,4,3,1,Normal (170-185),Yes,€130.2M,,73.0,Paris Saint-Germain,16.0,Ligue 1,https://cdn.sofifa.net/meta/team/591/30.png,RCM,87.0,2024-08-05,2029,1354.0,Portugal,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18701/30.png,SUB,15.0,67,69,72,86,66,83,72,53,85,86,80,74,84,84,86,73,82,90,73,68,84,82,78,84,60,85,78,82,72,8,7,5,13,13,"Press Proven +,Long Ball Pass,Tiki Taka,Relentless,Solid Player"
omar-marmoush,2025-07-17,Omar Khaled Mohamed Marmoush,Omar Khaled Mohamed Marmoush,"Omar Marmoush (Omar Khaled Mohamed Marmoush, born 7 February 1999) is an Egyptian footballer who plays as a striker for British club Manchester City. In the game FC 25, his overall rating is 84.",https://cdn.sofifa.net/players/256/675/25_120.png,183,81,1999-02-07,"ST,LW,CAM",CAM,84,85,€51M,€180K,Right,3,4,3,Normal (170-185),Yes,€98.2M,"Dribbler,Acrobat",10.0,Manchester City,13.0,Premier League,https://cdn.sofifa.net/meta/team/9/30.png,ST,7.0,2025-01-23,2029,,,,,,,,64,87,69,85,82,87,77,84,63,86,87,91,89,85,83,85,80,76,67,79,72,34,87,79,79,84,31,30,21,11,13,15,8,11,"Finesse Shot,Dead Ball,Technical"
